#,.\video\smash\side_position_serve.wmv,1080,1440,931,293,5
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
3.4174,-7.9666,-0.1197,0.1514,14.7145,858.9928,2.2309,3.7870,-3.0189,0.1436,7.3384,-7.5809,-2.8984,-0.6433,-0.6052,-1.6475,5.6898,0.1842,-5.1838,3.7734,-0.5257,-5.2220,54.8672,-0.1937,-0.9246,6.3517,4.4095,1.8010,21.3626,2.7886,0.8898,-0.5619,0.1860,0.2214,8.2025,157.0769826509284,170.64007571714487,164.15991823265068,174.0933120277564,9.759781502547185,13.74778212670365,162.51735361384152,165.2747718837386,169.80539044439192,151.02608321298536
10.2503,-4.3508,-0.0549,0.1130,-34.5970,-69.3499,1.9650,4.1897,-2.6179,0.0759,9.2611,-6.4296,-2.2484,-0.7849,-0.6840,-1.1893,5.7638,0.0472,-5.1383,1.0468,-0.7091,-4.6652,-53.5621,-0.2983,-1.0260,23.3882,9.2858,2.6991,11.3929,4.0784,-0.1404,-0.7267,0.1357,0.2058,29.6459,157.6778234803468,176.3599105384431,164.567589023906,176.99848049093436,3.934128812116239,14.493767108777831,161.31688207782523,165.74968877354587,166.14329272664585,158.8444109203105
10.8289,-3.9212,-0.0919,0.1279,-29.6421,-78.3926,2.1417,4.1767,-3.0365,0.0882,9.6177,-6.2350,-2.1039,-0.7662,-0.6912,-1.3077,5.7284,0.0278,-5.0468,0.4382,-0.7904,-4.2263,-77.1589,-0.3115,-1.0687,24.7678,10.9461,2.6983,11.0486,3.9074,-0.3333,-0.8649,0.1328,0.2226,24.5067,156.50993708444375,177.0606257739861,163.7123666534811,176.92080094709988,4.453092394435588,14.206952670387091,160.9858721851863,165.80473202196188,165.71654107038958,158.93450909133097
59.0060,-2.2133,-0.6019,0.3112,-3.3114,-11.1491,1.4313,5.0584,-1.6876,0.2136,-35.0585,-7.5695,-1.8034,-0.6110,-0.6456,-0.6878,6.6257,0.0115,-6.2978,-0.0892,-1.0195,-4.0551,-10.9339,-0.5061,-1.3613,-27.9317,6.6759,4.5658,11.6283,6.7221,-3.3134,-1.6670,0.1352,0.9556,-6.8277,167.7945872593888,170.6967061679558,154.73488795058762,176.8932775049494,0.12123656978441938,16.408242241533593,163.89151887947315,163.69209103221834,167.5590821351619,162.52095080307961
-8.9238,-2.7821,-0.7727,-2.7346,-3.0457,12.1919,-1.9192,54.7194,1.1797,-1.2592,-3.6210,28.2133,-1.8920,-0.0703,-0.1771,0.4852,11.6478,-0.1965,28.4258,-0.0006,-0.0194,1.2598,4.3937,1.1921,2.5491,-5.2232,-3.9476,-6.8711,-9.2545,-0.7162,4.1433,-0.0135,0.0383,-1.5820,-2.3130,170.31884005220058,163.01286291436907,36.213735348655746,36.203022319862725,59.29763121275337,11.775054699568322,177.12295698155995,176.357982259153,171.80284111879686,167.03050847626466
6.1252,-2.9264,-0.5630,-9.9594,-3.2864,9.5229,-3.4188,-62.7394,1.3026,-1.8944,-10.6436,7.6828,-2.0356,-0.3283,-0.2988,0.5007,13.0726,-0.2226,-29.9533,-0.1575,-0.1732,1.2531,0.7242,0.5287,1.3748,-19.0065,-5.1838,-4.8335,-8.1570,-0.8919,0.7253,-0.1937,-0.0899,-1.0747,-2.9924,170.76092483551503,152.2492285558777,31.346705177377626,72.56742330479474,52.64514013550111,55.00209237646022,176.9583577246683,173.0921514433764,165.59470265990777,162.31644117267157
16.3323,-2.6893,-1.6465,-1.9818,-4.4964,15.2673,-1.8797,77.3721,2.8746,-1.4666,-2.9162,4.7293,-2.1656,-0.3484,-0.3193,1.2370,9.9878,-0.3638,5.5248,-0.0932,-0.5840,1.2115,5.5358,0.3644,1.3430,-9.4172,-3.1615,-1.4240,-7.5287,-1.2827,5.5770,-0.6212,0.0486,-0.5600,-1.9190,167.75237516548512,148.9723831887325,25.40258727293807,37.763573606605036,43.658727563072006,9.499225243725876,173.7783898233886,176.9929818312507,160.49486536330974,141.17434642204955
0.7412,28.5090,-34.4822,-2.9004,6.0322,-19.2648,-2.0130,-28.0481,2.0212,-1.4132,1.8022,3.2887,-6.8385,-0.5792,-0.5783,0.7340,28.6719,-0.0828,2.9012,-0.3156,-0.1475,0.7474,-25.4402,0.5472,1.6602,1.2615,21.8569,-2.6115,23.3098,-0.1935,-7.7037,-0.2114,0.2070,-0.8404,-51.4076,162.26786800530246,125.43062083225006,88.460902365643,178.86338582423525,81.04577484224227,0.20910836157088533,165.08463418531574,179.07046063727176,165.54362374186178,162.0186964687729
-2.8954,3.4254,-5.7240,-2.2371,6.3273,11.8898,-0.7284,-26.1056,1.8655,-1.0669,-46.3987,3.3000,5.3313,-0.4339,-0.4487,0.5452,28.7148,0.1067,2.9774,-0.3364,-0.1420,0.9486,-626.5477,0.9400,2.1901,-4.4588,2.6899,-3.3619,-3.5627,0.5932,2.1967,-0.1341,0.3070,-0.9099,-52.9077,178.35746227149738,162.0290777138894,129.6564761922634,179.00863682053142,122.66990320249243,2.1022475573819297,165.1360028019783,172.99871720940843,147.46261975789776,158.62716790490362
5.5880,-1.3140,-0.1440,-4.1336,-3.4581,30.4089,-0.9348,11.5992,1.8121,-2.5355,-24.5481,-42.5017,-2.1570,-1.2068,-1.2004,0.6097,13.0055,0.0365,0.7932,-0.5645,0.3494,0.1582,-22.4506,3.6959,6.4324,20.2231,-0.9843,-5.4955,-1.8378,-1.1998,-2.3865,1.0124,-0.2272,-1.2392,-11.6754,171.255681560507,164.95861356167265,156.3174522905227,177.65495332208948,44.20784761869606,7.477861800021682,174.2553107162387,176.95603744357692,152.79540171907442,167.80334656602372
